State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
andaman-&-nicobar-islands,2018,1,744101,1622,0.27692979039997995
andaman-&-nicobar-islands,2018,1,744103,1223,0.22380418716124698
andaman-&-nicobar-islands,2018,1,744102,969,0.3519059937562449
andaman-&-nicobar-islands,2018,1,744105,685,0.1298560951550353
andaman-&-nicobar-islands,2018,1,744104,340,0.10397153111450541
andaman-&-nicobar-islands,2018,1,744107,302,0.055605953085563445
andaman-&-nicobar-islands,2018,1,744301,283,0.04457391633851439
andaman-&-nicobar-islands,2018,1,744112,269,0.033370956700413956
andaman-&-nicobar-islands,2018,1,744202,193,0.023891401667155625
andaman-&-nicobar-islands,2018,1,744302,168,0.05474696509380838
andaman-&-nicobar-islands,2018,2,744101,2701,0.6310089917084678
andaman-&-nicobar-islands,2018,2,744103,1965,0.47521466985011623
andaman-&-nicobar-islands,2018,2,744102,1525,0.581026757478832
andaman-&-nicobar-islands,2018,2,744105,997,0.22003329718627337
andaman-&-nicobar-islands,2018,2,744301,767,0.19537493787199225
andaman-&-nicobar-islands,2018,2,744104,659,0.16503461906506256
andaman-&-nicobar-islands,2018,2,744107,594,0.16015699821441037
andaman-&-nicobar-islands,2018,2,744112,432,0.05788291795229593
andaman-&-nicobar-islands,2018,2,744202,405,0.06265239803147907
andaman-&-nicobar-islands,2018,2,744302,291,0.10265900735863491
andaman-&-nicobar-islands,2018,3,744101,3462,1.0833893444488765
andaman-&-nicobar-islands,2018,3,744103,3182,1.0184154358592123
andaman-&-nicobar-islands,2018,3,744102,2224,1.0365275479700704
andaman-&-nicobar-islands,2018,3,744105,1613,0.5152534080403434
andaman-&-nicobar-islands,2018,3,744104,1029,0.25880776866583927
andaman-&-nicobar-islands,2018,3,744301,975,0.4256576349618757
andaman-&-nicobar-islands,2018,3,744112,579,0.11458157801705199
andaman-&-nicobar-islands,2018,3,744107,547,0.1492405302862124
andaman-&-nicobar-islands,2018,3,744302,417,0.19767819199490355
andaman-&-nicobar-islands,2018,3,744202,341,0.20994040789861115
andaman-&-nicobar-islands,2018,4,744101,4674,1.6392855280625318
andaman-&-nicobar-islands,2018,4,744103,4576,1.7022520257624767
andaman-&-nicobar-islands,2018,4,744102,3306,1.7019977183053623
andaman-&-nicobar-islands,2018,4,744105,2513,0.9935282832151462
andaman-&-nicobar-islands,2018,4,744104,1432,0.6091757917089159
andaman-&-nicobar-islands,2018,4,744211,1225,0.3451359606027063
andaman-&-nicobar-islands,2018,4,744301,928,0.4606293657525641
andaman-&-nicobar-islands,2018,4,744112,759,0.22086750435713645
andaman-&-nicobar-islands,2018,4,744107,747,0.18256595128978956
andaman-&-nicobar-islands,2018,4,744202,702,0.37970541677634423
andaman-&-nicobar-islands,2019,1,744103,5742,1.940196477965755
andaman-&-nicobar-islands,2019,1,744101,5156,1.550130622719592
andaman-&-nicobar-islands,2019,1,744102,3925,1.6683547094795756
andaman-&-nicobar-islands,2019,1,744105,3553,1.158866948032856
andaman-&-nicobar-islands,2019,1,744104,2833,0.9141657219605077
andaman-&-nicobar-islands,2019,1,744211,1511,0.5794838401831552
andaman-&-nicobar-islands,2019,1,744202,1112,0.3613381294736007
andaman-&-nicobar-islands,2019,1,744107,1029,0.35929302975779254
andaman-&-nicobar-islands,2019,1,744301,920,0.46529634111477697
andaman-&-nicobar-islands,2019,1,744112,802,0.18937186537822198
andaman-&-nicobar-islands,2019,2,744104,6142,1.5625676560883244
andaman-&-nicobar-islands,2019,2,744103,5847,2.375145006720698
andaman-&-nicobar-islands,2019,2,744101,4863,1.906112541121897
andaman-&-nicobar-islands,2019,2,744102,4120,1.8948733987097777
andaman-&-nicobar-islands,2019,2,744105,3500,1.3418692199162652
andaman-&-nicobar-islands,2019,2,744202,1153,0.36199933910789256
andaman-&-nicobar-islands,2019,2,744107,1124,0.29674453902032816
andaman-&-nicobar-islands,2019,2,744211,1047,0.31683319917352104
andaman-&-nicobar-islands,2019,2,744301,1007,0.484928451925976
andaman-&-nicobar-islands,2019,2,744112,763,0.2928099608406143
andaman-&-nicobar-islands,2019,3,744103,5680,1.9906337014255584
andaman-&-nicobar-islands,2019,3,744101,5606,1.8745152093515633
andaman-&-nicobar-islands,2019,3,744104,4786,1.5754793354826455
andaman-&-nicobar-islands,2019,3,744102,3643,1.4572605602745283
andaman-&-nicobar-islands,2019,3,744105,3512,1.176722399688773
andaman-&-nicobar-islands,2019,3,744202,1417,0.38756020982028744
andaman-&-nicobar-islands,2019,3,744301,1402,0.6195496621729916
andaman-&-nicobar-islands,2019,3,744211,1118,0.2983697449378184
andaman-&-nicobar-islands,2019,3,744107,914,0.19882997597109872
andaman-&-nicobar-islands,2019,3,744112,833,0.21988316919406195
andaman-&-nicobar-islands,2019,4,744104,6633,2.062664270150852
andaman-&-nicobar-islands,2019,4,744101,5282,2.324775247384906
andaman-&-nicobar-islands,2019,4,744103,4840,1.9792507955761045
andaman-&-nicobar-islands,2019,4,744105,3528,1.5302141174880262
andaman-&-nicobar-islands,2019,4,744102,3237,1.535044497320769
andaman-&-nicobar-islands,2019,4,744202,1783,0.5800016556112886
andaman-&-nicobar-islands,2019,4,744211,1596,0.7908264721918669
andaman-&-nicobar-islands,2019,4,744301,1549,0.7056478928838715
andaman-&-nicobar-islands,2019,4,744201,886,0.09467680636478987
andaman-&-nicobar-islands,2019,4,744107,777,0.3030368911900454
andaman-&-nicobar-islands,2020,1,744101,11793,5.822934902415232
andaman-&-nicobar-islands,2020,1,744103,5870,2.2009443073053974
andaman-&-nicobar-islands,2020,1,744105,4635,1.6774043311987936
andaman-&-nicobar-islands,2020,1,744102,3820,1.4517706122696759
andaman-&-nicobar-islands,2020,1,744211,1837,0.8425387790042109
andaman-&-nicobar-islands,2020,1,744301,1819,0.6901162107519586
andaman-&-nicobar-islands,2020,1,744202,1794,0.5037742395579022
andaman-&-nicobar-islands,2020,1,744104,1302,0.5293130290633954
andaman-&-nicobar-islands,2020,1,744201,1157,0.12426388212529321
andaman-&-nicobar-islands,2020,1,744107,1043,0.29903544448547476
andaman-&-nicobar-islands,2020,2,744101,11868,4.829332321851965
andaman-&-nicobar-islands,2020,2,744103,10035,2.619753598945152
andaman-&-nicobar-islands,2020,2,744105,9341,2.3203019858980607
andaman-&-nicobar-islands,2020,2,744102,6012,1.7786750907515876
andaman-&-nicobar-islands,2020,2,744202,3722,0.8924121010762567
andaman-&-nicobar-islands,2020,2,744107,2555,0.39804706853698146
andaman-&-nicobar-islands,2020,2,744301,2275,0.9055232527755566
andaman-&-nicobar-islands,2020,2,744211,2045,0.33197176328789735
andaman-&-nicobar-islands,2020,2,744205,1847,0.445906490732021
andaman-&-nicobar-islands,2020,2,744104,1840,0.3334591822304932
andaman-&-nicobar-islands,2020,3,744101,24386,10.043911966860783
andaman-&-nicobar-islands,2020,3,744103,21272,6.033227869396809
andaman-&-nicobar-islands,2020,3,744105,17166,4.4061506562735895
andaman-&-nicobar-islands,2020,3,744102,13934,4.3077189842844135
andaman-&-nicobar-islands,2020,3,744202,5779,1.1975748707876923
andaman-&-nicobar-islands,2020,3,744107,4753,0.7628018669464628
andaman-&-nicobar-islands,2020,3,744104,3468,0.7353834513209351
andaman-&-nicobar-islands,2020,3,744112,3422,0.6067986696111793
andaman-&-nicobar-islands,2020,3,744301,3071,1.33526105315597
andaman-&-nicobar-islands,2020,3,744205,2991,0.7535645788593667
andaman-&-nicobar-islands,2020,4,744103,46884,13.82647915489212
andaman-&-nicobar-islands,2020,4,744101,40392,13.640136802166596
andaman-&-nicobar-islands,2020,4,744105,34410,8.783822693633425
andaman-&-nicobar-islands,2020,4,744102,26694,7.634859832238364
andaman-&-nicobar-islands,2020,4,744202,10949,2.554379907475997
andaman-&-nicobar-islands,2020,4,744107,9743,1.808325019055397
andaman-&-nicobar-islands,2020,4,744104,7654,1.9126095533284884
andaman-&-nicobar-islands,2020,4,744112,7016,1.5890275050448488
andaman-&-nicobar-islands,2020,4,744205,5118,1.2002695281042248
andaman-&-nicobar-islands,2020,4,744201,5011,0.6777275536669218
andaman-&-nicobar-islands,2021,1,744101,55726,19.083095706061812
andaman-&-nicobar-islands,2021,1,744103,47328,15.840410078549889
andaman-&-nicobar-islands,2021,1,744105,35467,11.157168743195168
andaman-&-nicobar-islands,2021,1,744102,23957,8.07500488238959
andaman-&-nicobar-islands,2021,1,744211,10648,3.495632794105429
andaman-&-nicobar-islands,2021,1,744202,10597,2.8127629877961584
andaman-&-nicobar-islands,2021,1,744107,8848,1.9627951469969154
andaman-&-nicobar-islands,2021,1,744104,8799,2.785430651949638
andaman-&-nicobar-islands,2021,1,744112,7113,2.10847900528014
andaman-&-nicobar-islands,2021,1,744301,5630,2.2671937313147588
andaman-&-nicobar-islands,2021,2,744101,73334,22.75854927414593
andaman-&-nicobar-islands,2021,2,744103,66321,17.475281516885207
andaman-&-nicobar-islands,2021,2,744105,52645,13.483574422049244
andaman-&-nicobar-islands,2021,2,744102,34289,10.089042676234055
andaman-&-nicobar-islands,2021,2,744202,16476,4.064790796960775
andaman-&-nicobar-islands,2021,2,744107,14524,2.4690581539094776
andaman-&-nicobar-islands,2021,2,744104,11278,2.833385206159348
andaman-&-nicobar-islands,2021,2,744211,10182,2.037794934609453
andaman-&-nicobar-islands,2021,2,744112,9635,2.1637658167199603
andaman-&-nicobar-islands,2021,2,744301,8463,2.766683739688266
andaman-&-nicobar-islands,2021,3,744101,116324,38.83281687639693
andaman-&-nicobar-islands,2021,3,744103,84790,24.64333858099007
andaman-&-nicobar-islands,2021,3,744105,67257,18.52383684767078
andaman-&-nicobar-islands,2021,3,744102,43850,13.123956416909728
andaman-&-nicobar-islands,2021,3,744202,19088,4.847516357429314
andaman-&-nicobar-islands,2021,3,744107,16203,3.7962312096410087
andaman-&-nicobar-islands,2021,3,744104,14657,3.5301326114471876
andaman-&-nicobar-islands,2021,3,744112,11565,2.849155361094001
andaman-&-nicobar-islands,2021,3,744301,11553,4.3464511051198
andaman-&-nicobar-islands,2021,3,744211,9655,1.9497765257140518
andaman-&-nicobar-islands,2021,4,744101,165719,53.30262079731797
andaman-&-nicobar-islands,2021,4,744103,121613,37.224373427985654
andaman-&-nicobar-islands,2021,4,744105,95028,28.122341174350577
andaman-&-nicobar-islands,2021,4,744102,58258,17.462325347653326
andaman-&-nicobar-islands,2021,4,744211,27938,9.422286210725295
andaman-&-nicobar-islands,2021,4,744104,25662,6.924538608165251
andaman-&-nicobar-islands,2021,4,744202,21913,6.779079804849822
andaman-&-nicobar-islands,2021,4,744107,21397,5.20360299980372
andaman-&-nicobar-islands,2021,4,744112,18915,5.544854343365714
andaman-&-nicobar-islands,2021,4,744301,14553,4.779233070050094
andaman-&-nicobar-islands,2022,1,744101,209941,61.597808069448554
andaman-&-nicobar-islands,2022,1,744103,157230,39.97159801391735
andaman-&-nicobar-islands,2022,1,744105,122716,32.18506087396423
andaman-&-nicobar-islands,2022,1,744102,74883,19.333654994178737
andaman-&-nicobar-islands,2022,1,744104,32471,7.291552183614868
andaman-&-nicobar-islands,2022,1,744211,30272,8.695557058655272
andaman-&-nicobar-islands,2022,1,744107,25379,5.877672762636636
andaman-&-nicobar-islands,2022,1,744202,24022,6.851926877643084
andaman-&-nicobar-islands,2022,1,744112,23471,5.54697836622991
andaman-&-nicobar-islands,2022,1,744301,17630,5.687999228461884
andaman-&-nicobar-islands,2022,2,744101,252722,70.21223653629664
andaman-&-nicobar-islands,2022,2,744103,230746,56.11687755622396
andaman-&-nicobar-islands,2022,2,744105,176252,41.57965166034926
andaman-&-nicobar-islands,2022,2,744102,101551,24.0451609192299
andaman-&-nicobar-islands,2022,2,744104,47069,9.433535834017952
andaman-&-nicobar-islands,2022,2,744211,40245,10.878859462847155
andaman-&-nicobar-islands,2022,2,744107,36402,8.285106458195859
andaman-&-nicobar-islands,2022,2,744112,32548,7.017830912885833
andaman-&-nicobar-islands,2022,2,744202,27750,8.45879788405464
andaman-&-nicobar-islands,2022,2,744301,26170,7.448546268044695
andaman-&-nicobar-islands,2022,3,744104,497273,95.13703154090764
andaman-&-nicobar-islands,2022,3,744103,259994,54.56536863062732
andaman-&-nicobar-islands,2022,3,744101,213864,44.496725580214296
andaman-&-nicobar-islands,2022,3,744105,208055,43.875461153752646
andaman-&-nicobar-islands,2022,3,744102,114416,23.958158679024198
andaman-&-nicobar-islands,2022,3,744107,40466,8.549200849477128
andaman-&-nicobar-islands,2022,3,744112,38350,7.403056348358011
andaman-&-nicobar-islands,2022,3,744211,37918,8.967138206901147
andaman-&-nicobar-islands,2022,3,744202,29918,8.550900584576747
andaman-&-nicobar-islands,2022,3,744301,27668,7.000255335288173
andaman-&-nicobar-islands,2022,4,744104,684366,130.94079882902
andaman-&-nicobar-islands,2022,4,744103,304600,61.292926717731426
andaman-&-nicobar-islands,2022,4,744105,258097,50.566275611289385
andaman-&-nicobar-islands,2022,4,744101,243494,46.719249617391206
andaman-&-nicobar-islands,2022,4,744102,134923,26.437169973904055
andaman-&-nicobar-islands,2022,4,744211,56491,13.725326766612909
andaman-&-nicobar-islands,2022,4,744107,54192,10.453981847127224
andaman-&-nicobar-islands,2022,4,744112,46364,8.246178247749997
andaman-&-nicobar-islands,2022,4,744202,34689,9.42171648590957
andaman-&-nicobar-islands,2022,4,744301,33669,8.246659107632071
andhra-pradesh,2018,1,517501,110496,16.348727884449506
andhra-pradesh,2018,1,520001,96883,17.06059005466873
andhra-pradesh,2018,1,515001,92754,13.352231075704184
andhra-pradesh,2018,1,517507,88132,12.74500182101582
andhra-pradesh,2018,1,516001,84644,13.11942655243713
andhra-pradesh,2018,1,518502,82421,6.804030613881023
andhra-pradesh,2018,1,530016,81891,14.088097009905681
andhra-pradesh,2018,1,520010,69581,11.900992197401813
andhra-pradesh,2018,1,516360,68340,10.161211888480642
andhra-pradesh,2018,1,518501,68193,8.100651271677604
andhra-pradesh,2018,2,517501,165506,30.56293731586335
andhra-pradesh,2018,2,518502,140893,12.781412387394845
andhra-pradesh,2018,2,515001,129798,28.59249936163615
andhra-pradesh,2018,2,517507,127731,24.3405277904814
andhra-pradesh,2018,2,520001,123176,27.191161104958333
andhra-pradesh,2018,2,516001,114806,24.217547761150772
andhra-pradesh,2018,2,530016,111874,23.577031803054442
andhra-pradesh,2018,2,520010,100630,22.073038964903642
andhra-pradesh,2018,2,516360,96619,19.70688136044728
andhra-pradesh,2018,2,518501,93442,16.394277822947572
andhra-pradesh,2018,3,518502,1300146,70.97658299649723
andhra-pradesh,2018,3,533437,421968,24.076649505853492
andhra-pradesh,2018,3,518501,296154,29.12479188462258
andhra-pradesh,2018,3,517501,295403,46.61336186014985
andhra-pradesh,2018,3,515001,276595,43.81583832247275
andhra-pradesh,2018,3,530016,234494,38.041022319526945
andhra-pradesh,2018,3,517507,233347,38.656385868986824
andhra-pradesh,2018,3,516259,220165,10.984421867129202
andhra-pradesh,2018,3,520011,213275,29.180592300111275
andhra-pradesh,2018,3,520001,206435,37.11400003074022
andhra-pradesh,2018,4,518502,441662,33.22012632829269
andhra-pradesh,2018,4,517501,423357,71.48879200334856
andhra-pradesh,2018,4,530016,367619,57.59824813389585
andhra-pradesh,2018,4,515001,355695,65.19529709302756
andhra-pradesh,2018,4,517507,318300,59.47479820458119
andhra-pradesh,2018,4,530003,277131,35.60757938585544
andhra-pradesh,2018,4,516001,269798,57.225239019203826
andhra-pradesh,2018,4,520010,250261,49.22299771570112
andhra-pradesh,2018,4,530017,248725,32.689142860271375
andhra-pradesh,2018,4,518501,248520,35.74234015571966
andhra-pradesh,2019,1,530001,950821,152.90394576419592
andhra-pradesh,2019,1,517501,922416,124.47253114573965
andhra-pradesh,2019,1,520001,814616,146.2807205627422
andhra-pradesh,2019,1,530016,684611,96.00224815524916
andhra-pradesh,2019,1,517507,671661,100.91285248128469
andhra-pradesh,2019,1,515001,609682,100.99382838464416
andhra-pradesh,2019,1,518502,545426,38.97825969665674
andhra-pradesh,2019,1,530003,527667,59.07995028850918
andhra-pradesh,2019,1,530017,472914,53.159625593496635
andhra-pradesh,2019,1,520010,460133,77.49310630289192
andhra-pradesh,2019,2,530001,2602865,521.879571570141
andhra-pradesh,2019,2,520001,1828617,382.3390190092235
andhra-pradesh,2019,2,517501,949187,166.99499385076956
andhra-pradesh,2019,2,522001,839909,175.9418775980979
andhra-pradesh,2019,2,530016,793798,125.79158255688606
andhra-pradesh,2019,2,517507,760335,141.2863012240769
andhra-pradesh,2019,2,515001,567306,128.2118916209419
andhra-pradesh,2019,2,530003,520142,71.8170914395836
andhra-pradesh,2019,2,520010,490697,97.39838245472903
andhra-pradesh,2019,2,530017,480905,65.07101263382195
andhra-pradesh,2019,3,530001,2944756,669.325765390113
andhra-pradesh,2019,3,520001,1905190,441.45033656995173
andhra-pradesh,2019,3,517501,1434209,220.39328562972074
andhra-pradesh,2019,3,530016,1196020,165.8162548562835
andhra-pradesh,2019,3,517507,1060513,185.4927351736656
andhra-pradesh,2019,3,522001,1003916,221.65325487258
andhra-pradesh,2019,3,515001,868052,166.78268318650487
andhra-pradesh,2019,3,530003,858005,97.09930811712441
andhra-pradesh,2019,3,530017,799271,91.19392430618925
andhra-pradesh,2019,3,530026,711726,109.50568359858121
andhra-pradesh,2019,4,530001,4185063,916.03872234497
andhra-pradesh,2019,4,520001,2544877,593.3007156535349
andhra-pradesh,2019,4,517501,1920211,307.30840299256624
andhra-pradesh,2019,4,530016,1591033,229.51842241451058
andhra-pradesh,2019,4,530026,1438154,250.93945955414515
andhra-pradesh,2019,4,517507,1406768,247.84591327705937
andhra-pradesh,2019,4,522001,1324202,292.73139676832363
andhra-pradesh,2019,4,515001,1202983,237.6869516684207
andhra-pradesh,2019,4,530003,1131832,133.91033278879212
andhra-pradesh,2019,4,530017,1084796,126.69274713317952
andhra-pradesh,2020,1,530026,6695271,1525.8657486862273
andhra-pradesh,2020,1,517501,2196548,373.1404465729061
andhra-pradesh,2020,1,530016,1661816,259.33253390472873
andhra-pradesh,2020,1,517507,1554974,271.9620696032562
andhra-pradesh,2020,1,515001,1346804,269.6427930675503
andhra-pradesh,2020,1,530003,1159480,151.99552585314606
andhra-pradesh,2020,1,524002,1125194,265.333980395633
andhra-pradesh,2020,1,530017,1104748,141.23814959440273
andhra-pradesh,2020,1,520010,1098395,205.95472231742207
andhra-pradesh,2020,1,522001,1058410,257.57237750488395
andhra-pradesh,2020,2,530026,4994637,1281.7902607017586
andhra-pradesh,2020,2,517501,1708935,320.3679955488529
andhra-pradesh,2020,2,517507,1575118,285.47110694410475
andhra-pradesh,2020,2,524002,1553283,399.39630256852683
andhra-pradesh,2020,2,530016,1067022,189.36298340393307
andhra-pradesh,2020,2,516001,1066066,261.60993293322474
andhra-pradesh,2020,2,515001,1026587,244.7755903073549
andhra-pradesh,2020,2,518002,979822,201.58208663250332
andhra-pradesh,2020,2,522001,963666,267.80512294738725
andhra-pradesh,2020,2,520002,956641,276.70450481995323
andhra-pradesh,2020,3,524002,5194663,1371.874372917845
andhra-pradesh,2020,3,530026,4159532,1038.3207817795242
andhra-pradesh,2020,3,517501,2735691,554.4720473076229
andhra-pradesh,2020,3,516001,2534360,663.7577271358326
andhra-pradesh,2020,3,517507,2306174,459.4510974325968
andhra-pradesh,2020,3,520002,2238996,654.3183825055463
andhra-pradesh,2020,3,530016,1921871,356.0898943243418
andhra-pradesh,2020,3,515001,1669413,411.6758527095812
andhra-pradesh,2020,3,522001,1625687,470.1116488838855
andhra-pradesh,2020,3,518002,1514873,335.24624412241565
andhra-pradesh,2020,4,524002,5029692,1281.0644736250324
andhra-pradesh,2020,4,530026,4235146,984.9636860464972
andhra-pradesh,2020,4,517501,4125544,786.6883789381668
andhra-pradesh,2020,4,517507,3420778,674.9696775855954
andhra-pradesh,2020,4,516001,3119905,800.5247952077286
andhra-pradesh,2020,4,530016,2981818,559.1062751070801
andhra-pradesh,2020,4,515001,2821800,644.2101736915546
andhra-pradesh,2020,4,518002,2219953,480.9927717539759
andhra-pradesh,2020,4,520010,2170458,467.9865894241622
andhra-pradesh,2020,4,530017,2027751,325.2434512586547
andhra-pradesh,2021,1,524002,7269657,1669.8428355239132
andhra-pradesh,2021,1,530026,5875319,1356.7044097312928
andhra-pradesh,2021,1,517501,4354325,822.4302893470668
andhra-pradesh,2021,1,520002,3591058,918.3853695408499
andhra-pradesh,2021,1,517507,3378549,659.3121540981036
andhra-pradesh,2021,1,530016,3144495,567.9150412005564
andhra-pradesh,2021,1,516001,2941623,743.4205012068323
andhra-pradesh,2021,1,515001,2815993,622.5481722602296
andhra-pradesh,2021,1,522001,2584588,675.3205746899624
andhra-pradesh,2021,1,520010,2291676,471.6738889930448
andhra-pradesh,2021,2,524002,11023032,2551.940414652658
andhra-pradesh,2021,2,530026,7850540,1904.2845773201648
andhra-pradesh,2021,2,520002,5441708,1494.886429086964
andhra-pradesh,2021,2,517501,4614209,921.5678010439575
andhra-pradesh,2021,2,517507,3834825,794.0105016380435
andhra-pradesh,2021,2,522001,3427039,983.2657321439524
andhra-pradesh,2021,2,515001,3052771,721.3837063020088
andhra-pradesh,2021,2,530016,2892664,570.5916880595729
andhra-pradesh,2021,2,516001,2613562,725.6266063657529
andhra-pradesh,2021,2,518002,2553688,590.6664130524334
andhra-pradesh,2021,3,524002,10701326,2330.050869071216
andhra-pradesh,2021,3,530026,9780096,2284.176357829273
andhra-pradesh,2021,3,517501,5982442,1141.9848822233982
andhra-pradesh,2021,3,520002,5320101,1463.3600592216694
andhra-pradesh,2021,3,517507,4866065,976.822161756348
andhra-pradesh,2021,3,522001,4242875,1135.5623168660927
andhra-pradesh,2021,3,530016,4177023,779.7927714306906
andhra-pradesh,2021,3,515001,4040160,875.2025049046715
andhra-pradesh,2021,3,516001,3370675,872.0115499341372
andhra-pradesh,2021,3,520010,3206301,683.2329071662828
andhra-pradesh,2021,4,524002,14158439,3035.8274591367685
andhra-pradesh,2021,4,530026,10216678,2442.808547749295
andhra-pradesh,2021,4,517501,7246667,1351.4835187056924
andhra-pradesh,2021,4,517507,5790910,1141.5016234059563
andhra-pradesh,2021,4,520002,5716025,1539.7268124171196
andhra-pradesh,2021,4,530016,5252680,948.4946022822403
andhra-pradesh,2021,4,522001,4989759,1329.808850028115
andhra-pradesh,2021,4,515001,4892740,1023.5401678208153
andhra-pradesh,2021,4,520010,4198904,855.1737728052567
andhra-pradesh,2021,4,516001,4058071,1032.4818012146277
andhra-pradesh,2022,1,524002,16133298,3512.375455139544
andhra-pradesh,2022,1,530026,10293117,2535.5928765674084
andhra-pradesh,2022,1,517501,8062447,1480.7178133005923
andhra-pradesh,2022,1,517507,6660899,1291.3687866526723
andhra-pradesh,2022,1,520002,6254668,1629.7042494467912
andhra-pradesh,2022,1,522001,5691035,1522.642827757111
andhra-pradesh,2022,1,515001,5585462,1139.3585212479506
andhra-pradesh,2022,1,530016,5554647,999.1176892061853
andhra-pradesh,2022,1,516001,4513789,1136.5056779562835
andhra-pradesh,2022,1,520010,4492155,910.8501441854178
andhra-pradesh,2022,2,524002,18822839,4055.67503776809
andhra-pradesh,2022,2,530026,12256092,2960.0523030089485
andhra-pradesh,2022,2,517501,9320394,1707.1503296033054
andhra-pradesh,2022,2,517507,7667416,1486.3715364820653
andhra-pradesh,2022,2,520002,7584902,1944.776787179056
andhra-pradesh,2022,2,530016,6470271,1152.211439930343
andhra-pradesh,2022,2,515001,6291639,1284.7256630386037
andhra-pradesh,2022,2,522001,6073875,1604.195731995133
andhra-pradesh,2022,2,520010,5301338,1074.7157085983915
andhra-pradesh,2022,2,516001,4927880,1245.2111307590087
andhra-pradesh,2022,3,530026,10427710,2445.2749355343767
andhra-pradesh,2022,3,517501,9028550,1668.5152652279448
andhra-pradesh,2022,3,517507,7638906,1489.3051968861428
andhra-pradesh,2022,3,524002,6897466,1779.8259711658493
andhra-pradesh,2022,3,522001,6608575,1479.9455202072797
andhra-pradesh,2022,3,520002,6370783,1735.9205738798396
andhra-pradesh,2022,3,530016,6352195,1128.012164992772
andhra-pradesh,2022,3,515001,6120942,1235.0133591116642
andhra-pradesh,2022,3,520010,5372903,1080.1020194878733
andhra-pradesh,2022,3,516001,5350632,1351.7253500100549
andhra-pradesh,2022,4,530026,10249750,2332.651567788234
andhra-pradesh,2022,4,517501,9601016,1716.0601029470804
andhra-pradesh,2022,4,517507,8255182,1545.2889827310287
andhra-pradesh,2022,4,530016,6770365,1157.5693176866528
andhra-pradesh,2022,4,515001,6566772,1264.755728181991
andhra-pradesh,2022,4,522001,6419773,1387.9436431018642
andhra-pradesh,2022,4,520010,5887349,1110.8836639890685
andhra-pradesh,2022,4,518002,5810257,1248.8419884161985
andhra-pradesh,2022,4,520002,5685286,1488.3019280330643
andhra-pradesh,2022,4,516001,5545373,1302.7211098677938
arunachal-pradesh,2018,1,791110,4253,0.8605127650045811
arunachal-pradesh,2018,1,791111,4207,0.9841038918801479
arunachal-pradesh,2018,1,791102,3286,0.5671981375415129
arunachal-pradesh,2018,1,790116,2704,0.4457038562331891
arunachal-pradesh,2018,1,790104,2114,0.45787623011694717
arunachal-pradesh,2018,1,791109,2112,0.3137887500695069
arunachal-pradesh,2018,1,792131,2097,0.36670317501450844
arunachal-pradesh,2018,1,791001,2041,0.5020173997662732
arunachal-pradesh,2018,1,791113,1955,0.6492923793813149
arunachal-pradesh,2018,1,792001,1865,0.26381351489733157
arunachal-pradesh,2018,2,791110,7878,1.9894634322360631
arunachal-pradesh,2018,2,791111,7239,2.030289432407169
arunachal-pradesh,2018,2,791102,6046,1.1116134491696559
arunachal-pradesh,2018,2,790116,4689,1.1109804760347228
arunachal-pradesh,2018,2,790104,4436,1.0757634641186868
arunachal-pradesh,2018,2,792131,4342,0.9787595363164986
arunachal-pradesh,2018,2,791113,4159,1.0355129796387024
arunachal-pradesh,2018,2,792103,3885,1.0332844690670342
arunachal-pradesh,2018,2,792102,3638,1.3733030966675912
arunachal-pradesh,2018,2,791109,3486,0.8901023681894601
arunachal-pradesh,2018,3,791110,13489,2.8577947494984524
arunachal-pradesh,2018,3,791111,10508,3.3766761060124577
arunachal-pradesh,2018,3,791102,9777,1.8868814474471844
arunachal-pradesh,2018,3,791109,8636,1.4623073028337255
arunachal-pradesh,2018,3,790116,6870,1.9935455777625344
arunachal-pradesh,2018,3,792103,6672,1.6204421801473192
arunachal-pradesh,2018,3,790104,6434,1.8213474582743014
arunachal-pradesh,2018,3,792001,6307,1.6330131581704908
arunachal-pradesh,2018,3,791113,6191,1.465715242532165
arunachal-pradesh,2018,3,792102,5120,1.6131802077896373
arunachal-pradesh,2018,4,791110,18305,5.077091903443284
arunachal-pradesh,2018,4,791111,14891,5.057876154109969
arunachal-pradesh,2018,4,791102,11990,2.8553763558065226
arunachal-pradesh,2018,4,790116,10791,4.256124991245334
arunachal-pradesh,2018,4,792103,8743,2.3841863530102825
arunachal-pradesh,2018,4,790104,8727,2.871030316545996
arunachal-pradesh,2018,4,791113,8156,1.9785304795617045
arunachal-pradesh,2018,4,791109,7660,1.7851253026180793
arunachal-pradesh,2018,4,792001,7520,1.8988989141452395
arunachal-pradesh,2018,4,792102,6597,2.1188725096378893
arunachal-pradesh,2019,1,791110,21769,5.630517515742187
arunachal-pradesh,2019,1,791111,18706,5.746466098623066
arunachal-pradesh,2019,1,791102,14504,3.5128890140528455
arunachal-pradesh,2019,1,790116,13724,4.441016352148188
arunachal-pradesh,2019,1,791109,11691,2.4669479821121185
arunachal-pradesh,2019,1,791113,10893,2.890069804714023
arunachal-pradesh,2019,1,790104,10231,2.989915653443486
arunachal-pradesh,2019,1,792103,10190,2.884157071793741
arunachal-pradesh,2019,1,792001,9575,2.4797020736688813
arunachal-pradesh,2019,1,790101,9149,2.6500818398213304
arunachal-pradesh,2019,2,791110,28827,8.050105265730712
